gene,t_stat,p_value,fdr,mean_ALL,mean_AML,log2FC,cohen_d,abs_cohen_d
Putative M phase phosphoprotein 1 (MPP1) mRNA; partial cds,5.872560833115146,1.39157812870617e-07,2.307107088266578e-05,3849.9148936170213,2342.4,0.354137758782678,1.1927586896119475,1.1927586896119475
SLC19A1 Solute carrier family 19 (folate transporter); member 1,5.544834683557791,4.993537305249321e-07,5.476758069095755e-05,41.0,-89.64,0.061770064872487575,1.192642502031951,1.192642502031951
OSBP Oxysterol binding protein,5.5680522903524405,4.508114871879158e-07,5.1836049873591154e-05,70.61702127659575,-55.76,0.05913840083264004,1.1902049449588357,1.1902049449588357
TIAL1 TIA1 cytotoxic granule-associated RNA-binding protein-like 1,5.950574750668636,1.1042399489704201e-07,1.9200308771244205e-05,242.14893617021278,25.84,0.09725437278823959,1.1881269755492776,1.1881269755492776
GB DEF = ART4 gene,5.42025982161349,8.360153904211653e-07,8.05399151123309e-05,401.70212765957444,168.72,0.10004038052702038,1.1793991447569638,1.1793991447569638
COATOMER BETA' SUBUNIT,-3.8423944252595863,0.0005885576812416621,0.00872922815182081,-97.55319148936171,103.04,-0.09403097467035382,-1.1793269478606276,1.1793269478606276
MELANOMA-ASSOCIATED ANTIGEN XP,-3.8423944252595863,0.0005885576812416621,0.00872922815182081,-97.55319148936171,103.04,-0.09403097467035382,-1.1793269478606276,1.1793269478606276
SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b),4.73228453955574,1.8497331938761918e-05,0.0007408285359069309,14158.063829787234,11891.44,0.20343544539232697,1.1785971707450449,1.1785971707450449
SPI1 Spleen focus forming virus (SFFV) proviral integration oncogene spi1,-4.295467726975064,0.00011308485011511839,0.0026950741827728125,337.72340425531917,569.28,-0.09468346536659471,-1.1773261037754816,1.1773261037754816
GB DEF = TAFII18 mRNA for transcription factor TFIID,5.645117565652123,3.2803276020318035e-07,4.084645984575213e-05,5099.723404255319,1098.16,0.9698604871870142,1.1771041237776032,1.1771041237776032
POSSIBLE GTP-BINDING PROTEIN HSR1,-3.76217381475252,0.0007643864366578309,0.010625400518105179,442.1489361702128,2107.16,-0.5590153705670591,-1.1770022470822799,1.1770022470822799
PRKCM Protein kinase C; mu,-3.9189668132524376,0.0004510869990166466,0.007351728185991954,153.95744680851064,379.36,-0.0973208688065834,-1.1769114144595425,1.1769114144595425
ZNF9 Zinc finger protein 9 (a cellular retroviral nucleic acid binding protein),-3.4873964049042807,0.0018024056894607855,0.01913133780939326,399.468085106383,1030.2,-0.24059660141239736,-1.1761356672675416,1.1761356672675416
Post-synaptic density protein 95 (PSD95) mRNA,-3.4873964049042807,0.0018024056894607855,0.01913133780939326,399.468085106383,1030.2,-0.24059660141239736,-1.1761356672675416,1.1761356672675416
TEGT Testis enhanced gene transcript,-3.591619307024956,0.0013123586971641149,0.01541318805944477,-55.191489361702125,641.84,-0.2995299497658176,-1.1757333013219369,1.1757333013219369
RPS4Y Ribosomal protein S4; Y-linked,4.238261639202981,0.00013920077387334138,0.0031503565617239703,-256.531914893617,-401.6,0.07620775242726885,1.1727809259259951,1.1727809259259951
Proto-Oncogene Met; Alt. Splice Form 2,5.680514496090187,2.881391187542487e-07,3.8950200908298066e-05,810.3617021276596,382.6,0.16823200792933213,1.1722218888518154,1.1722218888518154
THRA1 gene (thyroid receptor alpha-1) extracted from Human thyroid hormone receptor alpha 1 (TR-alpha-1) gene,5.680514496090187,2.881391187542487e-07,3.8950200908298066e-05,810.3617021276596,382.6,0.16823200792933213,1.1722218888518154,1.1722218888518154
SLC6A6 Solute carrier family 6 (neurotransmitter transporter; taurine); member 6,-3.346253097597005,0.0026505023005653867,0.02489516587711547,87.40425531914893,607.44,-0.2195758111728692,-1.1543261013956996,1.1543261013956996
Mitogen-responsive phosphoprotein (DOC-2) mRNA,-4.450806459508489,5.6071810515283584e-05,0.0016795627611909945,128.61702127659575,225.04,-0.04276866743216284,-1.154297363777747,1.154297363777747
CD3G CD3G antigen; gamma polypeptide (TiT3 complex),5.295009479632704,1.3670569894461756e-06,0.00011332266602048588,388.74468085106383,88.48,0.13078059348647605,1.1540395989446652,1.1540395989446652
PIMT isozyme I,-4.172612287596632,0.00016882760482034623,0.003614330314607352,6710.531914893617,10952.08,-0.5194479602175697,-1.1530846647135482,1.1530846647135482
Receptor protein-tyrosine kinase (HEK8) mRNA,-3.712408106322024,0.0008576910523952166,0.011302180244963954,3514.6170212765956,7351.32,-0.6618829646754416,-1.1520126804975932,1.1520126804975932
Choline Acetyltransferase,5.236724449299097,1.7411421770199721e-06,0.00012751704951288355,1868.340425531915,903.16,0.31331416822824926,1.1488466056239275,1.1488466056239275
T cell receptor; clone IGRA17,5.166428248726493,2.3686099088599e-06,0.0001608173337167831,80.82978723404256,-64.72,0.06809961278503468,1.1484046738120748,1.1484046738120748
Zinc finger protein (LD5-1) mRNA,5.263805847437345,1.543971588712325e-06,0.00011835455328957167,41.191489361702125,-67.16,0.051039391538050045,1.1476501408206836,1.1476501408206836
Sec23B isoform; 2450bp,5.6726155652387025,3.139175697024299e-07,3.996282775729683e-05,4359.68085106383,1371.2,0.7415675620698516,1.1469907270172184,1.1469907270172184
RACH1 (RACH1) mRNA,5.658395852536297,3.32317950772005e-07,4.084645984575213e-05,412.70212765957444,203.84,0.08906498485345779,1.1439143878238311,1.1439143878238311
Cystathionine Beta Synthase; Alt. Splice 3,-3.5561456767214086,0.0013870885062162524,0.016052847338986466,1011.0851063829788,2024.52,-0.3195720526370455,-1.141591879989075,1.141591879989075
COL3A1 Alpha-1 type 3 collagen,-3.5561456767214086,0.0013870885062162524,0.016052847338986466,1011.0851063829788,2024.52,-0.3195720526370455,-1.141591879989075,1.141591879989075
KIAA0186 gene,5.784889715166219,2.2953224456675293e-07,3.3394599418701665e-05,515.3191489361702,235.32,0.11710742942696191,1.141220523685995,1.141220523685995
Heparin binding protein (HBp17) mRNA,5.2707549548696075,1.4751860623409823e-06,0.00011556704877394356,164.12765957446808,-8.76,0.07910959928050404,1.1391789218409536,1.1391789218409536
GALT Galactose-1-phosphate uridyl transferase,5.2707549548696075,1.4751860623409823e-06,0.00011556704877394356,164.12765957446808,-8.76,0.07910959928050404,1.1391789218409536,1.1391789218409536
RP3 mRNA,-3.4177174102022763,0.002103161671889367,0.021058201627667555,1269.659574468085,3030.88,-0.49086033386999595,-1.137650393159214,1.137650393159214
INTERLEUKIN-1 RECEPTOR; TYPE II PRECURSOR,5.763638805474114,2.511907234536098e-07,3.5814773350015685e-05,3626.404255319149,2168.8,0.35379094572612985,1.1358728780859648,1.1358728780859648
Apolipoprotein AII,5.340133127810099,1.0988335755166197e-06,9.553151902265832e-05,334.78723404255317,51.08,0.12528863383515787,1.1341749992145402,1.1341749992145402
GB DEF = ERV9 reverse transcriptase homolog {clone RT18} [human; multiple sclerosis; brain plaques; mRNA Partial; 84 nt],5.340133127810099,1.0988335755166197e-06,9.553151902265832e-05,334.78723404255317,51.08,0.12528863383515787,1.1341749992145402,1.1341749992145402
KIAA0273 gene,5.862603499628034,2.0054166160140966e-07,2.9784614699092695e-05,2109.425531914894,920.64,0.3756747589761653,1.133541325933677,1.133541325933677
RPS16 Ribosomal protein S16,-3.268769459647576,0.003226799813639641,0.028470118652768564,32.851063829787236,286.04,-0.11295538625835756,-1.1332580708004016,1.1332580708004016
C1QB Complement component 1; q subcomponent; beta polypeptide,5.345208508531021,1.0754843028330407e-06,9.553151902265832e-05,225.5744680851064,0.44,0.10189233093015765,1.1328344169968925,1.1328344169968925
Carboxylesterase (hCE-2) mRNA,5.438335989799403,7.460084807867405e-07,7.490555576800948e-05,844.3191489361702,325.2,0.2049272643491163,1.1313047096391138,1.1313047096391138
CATHEPSIN K PRECURSOR,5.594676912838164,4.322389302561032e-07,5.135718889659599e-05,2514.7021276595747,1398.56,0.32128365646884,1.1276807064049925,1.1276807064049925
Arg protein tyrosine kinase-binding protein,4.989872886395476,4.851730265423792e-06,0.00026403042032218483,525.7234042553191,217.96,0.12886435728048581,1.1264744196631347,1.1264744196631347
ZNF137 Zinc finger protein 137 (clone pHZ-30),6.038703157205617,1.6364401607571785e-07,2.5033766271895334e-05,448.5744680851064,-261.52,0.32458069104830173,1.1262201656534638,1.1262201656534638
GB DEF = Cyclophilin C [human; kidney; mRNA; 883 nt],5.564757013348209,4.809334345335107e-07,5.357147585608433e-05,184.7872340425532,-78.4,0.12141242570706273,1.1249969374102322,1.1249969374102322
Rab 13,-3.7998891327469337,0.0006052749185700074,0.008915299368771865,222.85106382978722,525.84,-0.12677045091013417,-1.124750706621667,1.124750706621667
SYNAPTOBREVIN 2,-3.64263186880477,0.0010229511588855948,0.012902560871592899,713.4893617021277,1307.8,-0.21017852383494937,-1.124744830885486,1.124744830885486
HLA-DQB1 gene extracted from Human guanine nucleotide-binding regulatory protein (Go-alpha) gene,6.112466867900961,1.595124620957006e-07,2.5033766271895334e-05,2113.9148936170213,433.96,0.5642562913963755,1.123993323779969,1.123993323779969
FLI1 Friend leukemia virus integration 1,-3.376444752247813,0.0023333604190880564,0.022601258733259178,358.6170212765957,859.56,-0.19641969521280894,-1.1239418690247924,1.1239418690247924
INSM1 Insulinoma-associated 1 (symbol provisional),-3.376444752247813,0.0023333604190880564,0.022601258733259178,358.6170212765957,859.56,-0.19641969521280894,-1.1239418690247924,1.1239418690247924
Bone morphogenetic protein-3b,5.5888230325987855,4.464444560820928e-07,5.1836049873591154e-05,1854.4255319148936,1025.04,0.26572235191050864,1.1238948770131618,1.1238948770131618
Chorionic Somatomammotropin Hormone Cs-5,5.442585235911564,7.396337573144943e-07,7.490555576800948e-05,938.1702127659574,487.52,0.17179877114942532,1.1235870293674497,1.1235870293674497
COL4A2 Collagen; type IV; alpha 2,5.442585235911564,7.396337573144943e-07,7.490555576800948e-05,938.1702127659574,487.52,0.17179877114942532,1.1235870293674497,1.1235870293674497
Forkhead Family Afx1,-4.33622337567092,8.060808043811668e-05,0.0021767235054671735,200.72340425531914,303.32,-0.04447907414799485,-1.1230496680474045,1.1230496680474045
Clone 23801 mRNA sequence,-3.591235153716304,0.0012014305498891874,0.014584951636950727,-18.29787234042553,446.84,-0.20429108170016572,-1.1221280891017726,1.1221280891017726
CLN3 Ceroid-lipofuscinosis; neuronal 3; juvenile (Batten; Spielmeyer-vogt disease) ,-3.9468238600468797,0.0003584848374935772,0.006263819623754196,-30.425531914893618,194.28,-0.10269978341388339,-1.121877837820899,1.121877837820899
KIAA0176 gene; partial cds,5.486561875820758,6.337753533682469e-07,6.834574727546144e-05,7708.404255319149,4507.6,0.5079917064955384,1.1213646681836515,1.1213646681836515
CAD PROTEIN,4.451290327548749,4.984589122974138e-05,0.0015383175695966506,51.680851063829785,-253.48,0.14810950359781422,1.1213609747616833,1.1213609747616833
ADH7 Alcohol dehydrogenase 7 sigma subunit (class IV),-3.6405644988777115,0.001022899869208561,0.012902560871592899,68.2127659574468,167.76,-0.04496823434567936,-1.1210994303139852,1.1210994303139852
RPE65 Retinal pigment epithelium-specific protein (65kD),-4.0771488207862605,0.0002211771573626099,0.004308120095185918,236.70212765957447,390.92,-0.06564606174161303,-1.1210938268883388,1.1210938268883388
TPM1 Tropomyosin alpha chain (skeletal muscle),6.158979521190858,1.6504236425572743e-07,2.5033766271895334e-05,4838.744680851064,-86.72,1.404744773924401,1.120939100340014,1.120939100340014
BTC Betacellulin,-3.8264109098552512,0.000547710099552018,0.008415140732125724,-200.36170212765958,241.96,-0.20641427101629312,-1.1209292465933296,1.1209292465933296
Serine/threonine kinase mRNA; partial cds,-3.854850716136033,0.0004947139958313759,0.007781748364194086,1057.659574468085,1539.92,-0.15919863918257005,-1.1197853741037613,1.1197853741037613
DRD2 Dopamine D2 receptor,4.183235051140503,0.00014652700309040201,0.0032710224903603918,-259.93617021276594,-420.28,0.08457698760145192,1.1193806778746054,1.1193806778746054
Extracellular matrix protein (MFAP3) gene,-3.6006608716438766,0.0011591431848306346,0.014222946238653347,67.7872340425532,284.36,-0.09611221734025076,-1.1189478307158924,1.1189478307158924
PMM1 Phosphomannomutase,-3.79111048419631,0.0006140001604932605,0.008957243825798798,573.2340425531914,1045.32,-0.1755128053500754,-1.117525511136234,1.117525511136234
UBE2H Ubiquitin-conjugating enzyme E2H (homologous to yeast UBC8),-4.338889122804387,7.721363399686362e-05,0.0021335503750528713,285.27659574468083,422.2,-0.05760350843906239,-1.113409743048491,1.113409743048491
(clone SY11) golgin-95 mRNA,4.9847640857571065,4.7443922836724975e-06,0.00026310939015710636,1714.212765957447,558.32,0.3984042835734641,1.1107250014607353,1.1107250014607353
ERC-55 mRNA,4.529076528268284,3.454773535361292e-05,0.001167255001591974,145.82978723404256,-2.08,0.06780065811120611,1.1106522160622099,1.1106522160622099
EEF1A1 Translation elongation factor 1-alpha-1,-3.236949569164339,0.003440793642342342,0.029726219909761688,236.10638297872342,1370.36,-0.42487574892025254,-1.110629651696378,1.110629651696378
HOGG1 mRNA,5.370262519450743,9.809453245046818e-07,8.965588741530611e-05,916.063829787234,187.52,0.29070590768304044,1.1100926536268025,1.1100926536268025
Acetolactate synthase homolog mRNA,-3.4750863093084337,0.0016906534499414845,0.01837297018998909,296.0,1217.32,-0.34848917091273807,-1.1079469932891612,1.1079469932891612
LMO1 LIM domain only 1 (rhombotin 1),-4.644002292390092,2.086255045179164e-05,0.0008171929789605638,59.12765957446808,249.96,-0.08524662854367253,-1.107906727148697,1.107906727148697
26S PROTEASE REGULATORY SUBUNIT 4,-3.2793566664922302,0.003035841408060522,0.02712094410784895,98.61702127659575,458.04,-0.1547358102460981,-1.1076998915481007,1.1076998915481007
ITGAL Integrin; alpha L (antigen CD11A (p180); lymphocyte function-associated antigen 1; alpha polypeptide),5.6938308120565235,3.635282866730385e-07,4.392530772359477e-05,1167.4468085106382,380.4,0.2959664069937666,1.1075832784102841,1.1075832784102841
ATP binding cassette transporter (ABCR) mRNA,4.9560495186054485,5.3113961198634515e-06,0.0002804810588037522,84.65957446808511,6.4,0.03617156397529526,1.1062963972226019,1.1062963972226019
PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE 45 KD SUBUNIT,4.9560495186054485,5.3113961198634515e-06,0.0002804810588037522,84.65957446808511,6.4,0.03617156397529526,1.1062963972226019,1.1062963972226019
Transforming growth factor-beta (tgf-beta) mRNA,4.721376109084243,1.4784876793843663e-05,0.0006163823781480203,228.36170212765958,38.88,0.08519503088153416,1.1057719228429288,1.1057719228429288
ALPHA-CENTRACTIN,-3.216649096006558,0.0036208755135231055,0.030724961261786775,414.17021276595744,3936.72,-1.0066767288167662,-1.1048754060552402,1.1048754060552402
PCCA Propionyl-coA carboxylase alpha chain,4.145910196241479,0.0001618757077439339,0.0035076350167370964,41.40425531914894,-21.6,0.02945624345983098,1.1042802329108743,1.1042802329108743
HLA CLASS II HISTOCOMPATIBILITY ANTIGEN; DQ(1) BETA CHAIN PRECURSOR,-4.501614217023748,3.724327647359167e-05,0.0012349177580476048,126.8936170212766,214.68,-0.03900985905583081,-1.0987402039498921,1.0987402039498921
Zinc finger homeodomain protein (ATBF1-A) mRNA,-4.501614217023748,3.724327647359167e-05,0.0012349177580476048,126.8936170212766,214.68,-0.03900985905583081,-1.0987402039498921,1.0987402039498921
Alpha(1;2)fucosyltransferase,-3.8742182984848617,0.0004389423572692566,0.007210184481503526,165.6595744680851,253.08,-0.03839094680340006,-1.0983530186706674,1.0983530186706674
BPLP,5.868073121653029,2.9489542962033926e-07,3.8950200908298066e-05,756.7872340425532,245.2,0.20668930997639207,1.096869055147914,1.096869055147914
Alpha adducin mRNA; partial cds including alternate exons A and B,-3.3666500847016456,0.0023115673565309728,0.022460100886306462,60.319148936170215,302.24,-0.10719945079814396,-1.0961453427055223,1.0961453427055223
Dematin,-3.3666500847016456,0.0023115673565309728,0.022460100886306462,60.319148936170215,302.24,-0.10719945079814396,-1.0961453427055223,1.0961453427055223
Retinoblastoma-binding protein (RbAp46) mRNA,5.219145163134567,1.7529346124649444e-06,0.00012751704951288355,1311.936170212766,558.08,0.2719523603511166,1.0950042742826058,1.0950042742826058
GB DEF = Protein kinase; PKX1,4.162907413614585,0.00014718415355401262,0.0032710224903603918,114.72340425531915,38.56,0.03485518516537662,1.0947746091525934,1.0947746091525934
FHR-2 gene; exon 1,-3.5455933471827463,0.0013237084262324565,0.015470028476411775,1754.276595744681,2615.16,-0.23661693528892525,-1.094286557083408,1.094286557083408
Meis1-related protein 2 (MRG2); mRNA; partial cds,-3.6629237844728233,0.000901195908350767,0.011702414627746117,1037.531914893617,1526.72,-0.16210904418621144,-1.0936369310759941,1.0936369310759941
Fertilin beta mRNA,-3.269528779788339,0.0030657989154495324,0.027320100585299645,608.0425531914893,2057.2,-0.47856874636930513,-1.0927889607688632,1.0927889607688632
Af-17,-3.971742180684858,0.0003012114458872654,0.00546095770336589,669.7021276595744,941.12,-0.10092538282673894,-1.090018337093737,1.090018337093737
SPLICING FACTOR U2AF 35 KD SUBUNIT,-4.18975177839178,0.00012977204326435906,0.002984338375585857,477.72340425531917,812.08,-0.12972650677786668,-1.0882721657127736,1.0882721657127736
